(2, 1)
(8, 1)
(43, 1)
(57, 1)
(58, 1)
(64, 1)
(1, 2)
(3, 2)
(9, 2)
(44, 2)
(58, 2)
(59, 2)
(65, 2)
(2, 3)
(4, 3)
(10, 3)
(45, 3)
(59, 3)
(60, 3)
(66, 3)
(3, 4)
(5, 4)
(11, 4)
(46, 4)
(60, 4)
(61, 4)
(67, 4)
(4, 5)
(6, 5)
(12, 5)
(47, 5)
(61, 5)
(62, 5)
(68, 5)
(5, 6)
(7, 6)
(13, 6)
(48, 6)
(62, 6)
(63, 6)
(69, 6)
(6, 7)
(14, 7)
(49, 7)
(63, 7)
(70, 7)
(1, 8)
(9, 8)
(15, 8)
(58, 8)
(64, 8)
(65, 8)
(71, 8)
(2, 9)
(8, 9)
(10, 9)
(16, 9)
(59, 9)
(65, 9)
(66, 9)
(72, 9)
(3, 10)
(9, 10)
(11, 10)
(17, 10)
(60, 10)
(66, 10)
(67, 10)
(73, 10)
(4, 11)
(10, 11)
(12, 11)
(18, 11)
(61, 11)
(67, 11)
(68, 11)
(74, 11)
(5, 12)
(11, 12)
(13, 12)
(19, 12)
(62, 12)
(68, 12)
(69, 12)
(75, 12)
(6, 13)
(12, 13)
(14, 13)
(20, 13)
(63, 13)
(69, 13)
(70, 13)
(76, 13)
(7, 14)
(13, 14)
(21, 14)
(70, 14)
(77, 14)
(8, 15)
(16, 15)
(22, 15)
(65, 15)
(71, 15)
(72, 15)
(78, 15)
(9, 16)
(15, 16)
(17, 16)
(23, 16)
(66, 16)
(72, 16)
(73, 16)
(79, 16)
(10, 17)
(16, 17)
(18, 17)
(24, 17)
(67, 17)
(73, 17)
(74, 17)
(80, 17)
(11, 18)
(17, 18)
(19, 18)
(25, 18)
(68, 18)
(74, 18)
(75, 18)
(81, 18)
(12, 19)
(18, 19)
(20, 19)
(26, 19)
(69, 19)
(75, 19)
(76, 19)
(82, 19)
(13, 20)
(19, 20)
(21, 20)
(27, 20)
(70, 20)
(76, 20)
(77, 20)
(83, 20)
(14, 21)
(20, 21)
(28, 21)
(77, 21)
(84, 21)
(15, 22)
(23, 22)
(29, 22)
(72, 22)
(78, 22)
(79, 22)
(85, 22)
(16, 23)
(22, 23)
(24, 23)
(30, 23)
(73, 23)
(79, 23)
(80, 23)
(86, 23)
(17, 24)
(23, 24)
(25, 24)
(31, 24)
(74, 24)
(80, 24)
(81, 24)
(87, 24)
(18, 25)
(24, 25)
(26, 25)
(32, 25)
(75, 25)
(81, 25)
(82, 25)
(88, 25)
(19, 26)
(25, 26)
(27, 26)
(33, 26)
(76, 26)
(82, 26)
(83, 26)
(89, 26)
(20, 27)
(26, 27)
(28, 27)
(34, 27)
(77, 27)
(83, 27)
(84, 27)
(90, 27)
(21, 28)
(27, 28)
(35, 28)
(84, 28)
(91, 28)
(22, 29)
(30, 29)
(36, 29)
(79, 29)
(85, 29)
(86, 29)
(92, 29)
(23, 30)
(29, 30)
(31, 30)
(37, 30)
(80, 30)
(86, 30)
(87, 30)
(93, 30)
(24, 31)
(30, 31)
(32, 31)
(38, 31)
(81, 31)
(87, 31)
(88, 31)
(94, 31)
(25, 32)
(31, 32)
(33, 32)
(39, 32)
(82, 32)
(88, 32)
(89, 32)
(95, 32)
(26, 33)
(32, 33)
(34, 33)
(40, 33)
(83, 33)
(89, 33)
(90, 33)
(96, 33)
(27, 34)
(33, 34)
(35, 34)
(41, 34)
(84, 34)
(90, 34)
(91, 34)
(97, 34)
(28, 35)
(34, 35)
(42, 35)
(91, 35)
(98, 35)
(29, 36)
(37, 36)
(50, 36)
(86, 36)
(92, 36)
(93, 36)
(30, 37)
(36, 37)
(38, 37)
(51, 37)
(87, 37)
(93, 37)
(94, 37)
(31, 38)
(37, 38)
