(39, 38)
(52, 38)
(88, 38)
(94, 38)
(95, 38)
(32, 39)
(38, 39)
(40, 39)
(53, 39)
(89, 39)
(95, 39)
(96, 39)
(33, 40)
(39, 40)
(41, 40)
(54, 40)
(90, 40)
(96, 40)
(97, 40)
(34, 41)
(40, 41)
(42, 41)
(55, 41)
(91, 41)
(97, 41)
(98, 41)
(35, 42)
(41, 42)
(56, 42)
(98, 42)
(1, 43)
(2, 44)
(3, 45)
(4, 46)
(5, 47)
(6, 48)
(7, 49)
(36, 50)
(37, 51)
(38, 52)
(39, 53)
(40, 54)
(41, 55)
(42, 56)
(1, 57)
(58, 57)
(64, 57)
(99, 57)
(1, 58)
(2, 58)
(8, 58)
(57, 58)
(59, 58)
(65, 58)
(100, 58)
(2, 59)
(3, 59)
(9, 59)
(58, 59)
(60, 59)
(66, 59)
(101, 59)
(3, 60)
(4, 60)
(10, 60)
(59, 60)
(61, 60)
(67, 60)
(102, 60)
(4, 61)
(5, 61)
(11, 61)
(60, 61)
(62, 61)
(68, 61)
(103, 61)
(5, 62)
(6, 62)
(12, 62)
(61, 62)
(63, 62)
(69, 62)
(104, 62)
(6, 63)
(7, 63)
(13, 63)
(62, 63)
(70, 63)
(105, 63)
(1, 64)
(8, 64)
(57, 64)
(65, 64)
(71, 64)
(2, 65)
(8, 65)
(9, 65)
(15, 65)
(58, 65)
(64, 65)
(66, 65)
(72, 65)
(3, 66)
(9, 66)
(10, 66)
(16, 66)
(59, 66)
(65, 66)
(67, 66)
(73, 66)
(4, 67)
(10, 67)
(11, 67)
(17, 67)
(60, 67)
(66, 67)
(68, 67)
(74, 67)
(5, 68)
(11, 68)
(12, 68)
(18, 68)
(61, 68)
(67, 68)
(69, 68)
(75, 68)
(6, 69)
(12, 69)
(13, 69)
(19, 69)
(62, 69)
(68, 69)
(70, 69)
(76, 69)
(7, 70)
(13, 70)
(14, 70)
(20, 70)
(63, 70)
(69, 70)
(77, 70)
(8, 71)
(15, 71)
(64, 71)
(72, 71)
(78, 71)
(9, 72)
(15, 72)
(16, 72)
(22, 72)
(65, 72)
(71, 72)
(73, 72)
(79, 72)
(10, 73)
(16, 73)
(17, 73)
(23, 73)
(66, 73)
(72, 73)
(74, 73)
(80, 73)
(11, 74)
(17, 74)
(18, 74)
(24, 74)
(67, 74)
(73, 74)
(75, 74)
(81, 74)
(12, 75)
(18, 75)
(19, 75)
(25, 75)
(68, 75)
(74, 75)
(76, 75)
(82, 75)
(13, 76)
(19, 76)
(20, 76)
(26, 76)
(69, 76)
(75, 76)
(77, 76)
(83, 76)
(14, 77)
(20, 77)
(21, 77)
(27, 77)
(70, 77)
(76, 77)
(84, 77)
(15, 78)
(22, 78)
(71, 78)
(79, 78)
(85, 78)
(16, 79)
(22, 79)
(23, 79)
(29, 79)
(72, 79)
(78, 79)
(80, 79)
(86, 79)
(17, 80)
(23, 80)
(24, 80)
(30, 80)
(73, 80)
(79, 80)
(81, 80)
(87, 80)
(18, 81)
(24, 81)
(25, 81)
(31, 81)
(74, 81)
(80, 81)
(82, 81)
(88, 81)
(19, 82)
(25, 82)
(26, 82)
(32, 82)
(75, 82)
(81, 82)
(83, 82)
(89, 82)
(20, 83)
(26, 83)
(27, 83)
(33, 83)
(76, 83)
(82, 83)
(84, 83)
(90, 83)
(21, 84)
(27, 84)
(28, 84)
(34, 84)
(77, 84)
(83, 84)
(91, 84)
(22, 85)
(29, 85)
(78, 85)
(86, 85)
(92, 85)
(23, 86)
(29, 86)
(30, 86)
(36, 86)
(79, 86)
(85, 86)
(87, 86)
(93, 86)
(24, 87)
(30, 87)
(31, 87)
(37, 87)
(80, 87)
(86, 87)
(88, 87)
(94, 87)
(25, 88)
(31, 88)
(32, 88)
(38, 88)
(81, 88)
(87, 88)
(89, 88)
(95, 88)
(26, 89)
(32, 89)
(33, 89)
(39, 89)
(82, 89)
(88, 89)
(90, 89)
(96, 89)
(27, 90)
(33, 90)
(34, 90)
(40, 90)
(83, 90)
(89, 90)
(91, 90)
(97, 90)
(28, 91)
(34, 91)
(35, 91)
(41, 91)
(84, 91)
(90, 91)
(98, 91)
(29, 92)
(36, 92)
(85, 92)
(93, 92)
(106, 92)
(30, 93)
(36, 93)
(37, 93)
(86, 93)
(92, 93)
(94, 93)
(107, 93)
(31, 94)
(37, 94)
(38, 94)
(87, 94)
(93, 94)
(95, 94)
(108, 94)
(32, 95)
(38, 95)
(39, 95)
(88, 95)
(94, 95)
(96, 95)
(109, 95)
(33, 96)
(39, 96)
(40, 96)
(89, 96)
(95, 96)
(97, 96)
(110, 96)
(34, 97)
(40, 97)
(41, 97)
(90, 97)
(96, 97)
(98, 97)
(111, 97)
(35, 98)
(41, 98)
(42, 98)
(91, 98)
(97, 98)
(112, 98)
(57, 99)
(58, 100)
(59, 101)
(60, 102)
(61, 103)
(62, 104)
(63, 105)
(92, 106)
(93, 107)
(94, 108)
(95, 109)
(96, 110)
(97, 111)
(98, 112)
