(2, 1)
(4, 1)
(7, 1)
(13, 1)
(14, 1)
(16, 1)
(1, 2)
(3, 2)
(5, 2)
(8, 2)
(14, 2)
(15, 2)
(17, 2)
(2, 3)
(6, 3)
(9, 3)
(15, 3)
(18, 3)
(1, 4)
(5, 4)
(10, 4)
(14, 4)
(16, 4)
(17, 4)
(2, 5)
(4, 5)
(6, 5)
(11, 5)
(15, 5)
(17, 5)
(18, 5)
(3, 6)
(5, 6)
(12, 6)
(18, 6)
(1, 7)
(2, 8)
(3, 9)
(4, 10)
(5, 11)
(6, 12)
(1, 13)
(14, 13)
(16, 13)
(19, 13)
(1, 14)
(2, 14)
(4, 14)
(13, 14)
(15, 14)
(17, 14)
(20, 14)
(2, 15)
(3, 15)
(5, 15)
(14, 15)
(18, 15)
(21, 15)
(1, 16)
(4, 16)
(13, 16)
(17, 16)
(22, 16)
(2, 17)
(4, 17)
(5, 17)
(14, 17)
(16, 17)
(18, 17)
(23, 17)
(3, 18)
(5, 18)
(6, 18)
(15, 18)
(17, 18)
(24, 18)
(13, 19)
(14, 20)
(15, 21)
(16, 22)
(17, 23)
(18, 24)
