(2, 1)
(7, 1)
(43, 1)
(57, 1)
(58, 1)
(63, 1)
(1, 2)
(3, 2)
(8, 2)
(44, 2)
(58, 2)
(59, 2)
(64, 2)
(2, 3)
(4, 3)
(9, 3)
(45, 3)
(59, 3)
(60, 3)
(65, 3)
(3, 4)
(5, 4)
(10, 4)
(46, 4)
(60, 4)
(61, 4)
(66, 4)
(4, 5)
(6, 5)
(11, 5)
(47, 5)
(61, 5)
(62, 5)
(67, 5)
(5, 6)
(12, 6)
(48, 6)
(62, 6)
(68, 6)
(1, 7)
(8, 7)
(13, 7)
(49, 7)
(58, 7)
(63, 7)
(64, 7)
(69, 7)
(2, 8)
(7, 8)
(9, 8)
(14, 8)
(59, 8)
(64, 8)
(65, 8)
(70, 8)
(3, 9)
(8, 9)
(10, 9)
(15, 9)
(60, 9)
(65, 9)
(66, 9)
(71, 9)
(4, 10)
(9, 10)
(11, 10)
(16, 10)
(61, 10)
(66, 10)
(67, 10)
(72, 10)
(5, 11)
(10, 11)
(12, 11)
(17, 11)
(62, 11)
(67, 11)
(68, 11)
(73, 11)
(6, 12)
(11, 12)
(18, 12)
(68, 12)
(74, 12)
(7, 13)
(14, 13)
(19, 13)
(64, 13)
(69, 13)
(70, 13)
(75, 13)
(8, 14)
(13, 14)
(15, 14)
(20, 14)
(65, 14)
(70, 14)
(71, 14)
(76, 14)
(9, 15)
(14, 15)
(16, 15)
(21, 15)
(66, 15)
(71, 15)
(72, 15)
(77, 15)
(10, 16)
(15, 16)
(17, 16)
(22, 16)
(67, 16)
(72, 16)
(73, 16)
(78, 16)
(11, 17)
(16, 17)
(18, 17)
(23, 17)
(68, 17)
(73, 17)
(74, 17)
(79, 17)
(12, 18)
(17, 18)
(24, 18)
(74, 18)
(80, 18)
(13, 19)
(20, 19)
(25, 19)
(70, 19)
(75, 19)
(76, 19)
(81, 19)
(14, 20)
(19, 20)
(21, 20)
(26, 20)
(71, 20)
(76, 20)
(77, 20)
(82, 20)
(15, 21)
(20, 21)
(22, 21)
(27, 21)
(72, 21)
(77, 21)
(78, 21)
(83, 21)
(16, 22)
(21, 22)
(23, 22)
(28, 22)
(73, 22)
(78, 22)
(79, 22)
(84, 22)
(17, 23)
(22, 23)
(24, 23)
(29, 23)
(74, 23)
(79, 23)
(80, 23)
(85, 23)
(18, 24)
(23, 24)
(30, 24)
(80, 24)
(86, 24)
(19, 25)
(26, 25)
(31, 25)
(76, 25)
(81, 25)
(82, 25)
(87, 25)
(20, 26)
(25, 26)
(27, 26)
(32, 26)
(77, 26)
(82, 26)
(83, 26)
(88, 26)
(21, 27)
(26, 27)
(28, 27)
(33, 27)
(78, 27)
(83, 27)
(84, 27)
(89, 27)
(22, 28)
(27, 28)
(29, 28)
(34, 28)
(79, 28)
(84, 28)
(85, 28)
(90, 28)
(23, 29)
(28, 29)
(30, 29)
(35, 29)
(80, 29)
(85, 29)
(86, 29)
(91, 29)
(24, 30)
(29, 30)
(36, 30)
(86, 30)
(92, 30)
(25, 31)
(32, 31)
(37, 31)
(82, 31)
(87, 31)
(88, 31)
(93, 31)
(26, 32)
(31, 32)
(33, 32)
(38, 32)
(83, 32)
(88, 32)
(89, 32)
(94, 32)
(27, 33)
