(32, 33)
(34, 33)
(39, 33)
(84, 33)
(89, 33)
(90, 33)
(95, 33)
(28, 34)
(33, 34)
(35, 34)
(40, 34)
(85, 34)
(90, 34)
(91, 34)
(96, 34)
(29, 35)
(34, 35)
(36, 35)
(41, 35)
(86, 35)
(91, 35)
(92, 35)
(97, 35)
(30, 36)
(35, 36)
(42, 36)
(50, 36)
(92, 36)
(98, 36)
(31, 37)
(38, 37)
(51, 37)
(88, 37)
(93, 37)
(94, 37)
(32, 38)
(37, 38)
(39, 38)
(52, 38)
(89, 38)
(94, 38)
(95, 38)
(33, 39)
(38, 39)
(40, 39)
(53, 39)
(90, 39)
(95, 39)
(96, 39)
(34, 40)
(39, 40)
(41, 40)
(54, 40)
(91, 40)
(96, 40)
(97, 40)
(35, 41)
(40, 41)
(42, 41)
(55, 41)
(92, 41)
(97, 41)
(98, 41)
(36, 42)
(41, 42)
(56, 42)
(98, 42)
(1, 43)
(2, 44)
(3, 45)
(4, 46)
(5, 47)
(6, 48)
(7, 49)
(36, 50)
(37, 51)
(38, 52)
(39, 53)
(40, 54)
(41, 55)
(42, 56)
(1, 57)
(58, 57)
(63, 57)
(99, 57)
(1, 58)
(2, 58)
(7, 58)
(57, 58)
(59, 58)
(64, 58)
(100, 58)
(2, 59)
(3, 59)
(8, 59)
(58, 59)
(60, 59)
(65, 59)
(101, 59)
(3, 60)
(4, 60)
(9, 60)
(59, 60)
(61, 60)
(66, 60)
(102, 60)
(4, 61)
(5, 61)
(10, 61)
(60, 61)
(62, 61)
(67, 61)
(103, 61)
(5, 62)
(6, 62)
(11, 62)
(61, 62)
(68, 62)
(104, 62)
(1, 63)
(7, 63)
(57, 63)
(64, 63)
(69, 63)
(105, 63)
(2, 64)
(7, 64)
(8, 64)
(13, 64)
(58, 64)
(63, 64)
(65, 64)
(70, 64)
(3, 65)
(8, 65)
(9, 65)
(14, 65)
(59, 65)
(64, 65)
(66, 65)
(71, 65)
(4, 66)
(9, 66)
(10, 66)
(15, 66)
(60, 66)
(65, 66)
(67, 66)
(72, 66)
(5, 67)
(10, 67)
(11, 67)
(16, 67)
(61, 67)
(66, 67)
(68, 67)
(73, 67)
(6, 68)
(11, 68)
(12, 68)
(17, 68)
(62, 68)
(67, 68)
(74, 68)
(7, 69)
(13, 69)
(63, 69)
(70, 69)
(75, 69)
(8, 70)
(13, 70)
(14, 70)
(19, 70)
(64, 70)
(69, 70)
(71, 70)
(76, 70)
(9, 71)
(14, 71)
(15, 71)
(20, 71)
(65, 71)
(70, 71)
(72, 71)
(77, 71)
(10, 72)
(15, 72)
(16, 72)
(21, 72)
(66, 72)
(71, 72)
(73, 72)
(78, 72)
(11, 73)
(16, 73)
(17, 73)
(22, 73)
(67, 73)
(72, 73)
(74, 73)
(79, 73)
(12, 74)
(17, 74)
(18, 74)
(23, 74)
(68, 74)
(73, 74)
(80, 74)
(13, 75)
(19, 75)
(69, 75)
(76, 75)
(81, 75)
(14, 76)
(19, 76)
(20, 76)
(25, 76)
(70, 76)
(75, 76)
(77, 76)
(82, 76)
(15, 77)
(20, 77)
(21, 77)
(26, 77)
(71, 77)
(76, 77)
(78, 77)
(83, 77)
(16, 78)
(21, 78)
(22, 78)
(27, 78)
(72, 78)
(77, 78)
(79, 78)
(84, 78)
(17, 79)
(22, 79)
(23, 79)
(28, 79)
(73, 79)
(78, 79)
(80, 79)
(85, 79)
(18, 80)
(23, 80)
(24, 80)
(29, 80)
(74, 80)
(79, 80)
(86, 80)
(19, 81)
(25, 81)
(75, 81)
(82, 81)
(87, 81)
(20, 82)
(25, 82)
(26, 82)
(31, 82)
(76, 82)
(81, 82)
(83, 82)
(88, 82)
(21, 83)
(26, 83)
(27, 83)
(32, 83)
(77, 83)
(82, 83)
(84, 83)
(89, 83)
(22, 84)
(27, 84)
(28, 84)
(33, 84)
(78, 84)
(83, 84)
(85, 84)
(90, 84)
(23, 85)
(28, 85)
(29, 85)
(34, 85)
(79, 85)
(84, 85)
(86, 85)
(91, 85)
(24, 86)
(29, 86)
(30, 86)
(35, 86)
(80, 86)
(85, 86)
(92, 86)
(25, 87)
(31, 87)
(81, 87)
(88, 87)
(93, 87)
(26, 88)
(31, 88)
(32, 88)
(37, 88)
(82, 88)
(87, 88)
(89, 88)
(94, 88)
(27, 89)
(32, 89)
(33, 89)
(38, 89)
(83, 89)
(88, 89)
(90, 89)
(95, 89)
(28, 90)
(33, 90)
(34, 90)
(39, 90)
(84, 90)
(89, 90)
(91, 90)
(96, 90)
(29, 91)
(34, 91)
(35, 91)
(40, 91)
(85, 91)
(90, 91)
(92, 91)
(97, 91)
(30, 92)
(35, 92)
(36, 92)
(41, 92)
(86, 92)
(91, 92)
(98, 92)
(106, 92)
(31, 93)
(37, 93)
(87, 93)
(94, 93)
(107, 93)
(32, 94)
(37, 94)
(38, 94)
(88, 94)
(93, 94)
(95, 94)
(108, 94)
(33, 95)
(38, 95)
(39, 95)
(89, 95)
(94, 95)
(96, 95)
(109, 95)
(34, 96)
(39, 96)
(40, 96)
(90, 96)
(95, 96)
(97, 96)
(110, 96)
(35, 97)
(40, 97)
(41, 97)
(91, 97)
(96, 97)
(98, 97)
(111, 97)
(36, 98)
(41, 98)
(42, 98)
(92, 98)
(97, 98)
(112, 98)
(57, 99)
(58, 100)
(59, 101)
(60, 102)
(61, 103)
(62, 104)
(63, 105)
(92, 106)
(93, 107)
(94, 108)
(95, 109)
(96, 110)
(97, 111)
(98, 112)
