(2, 1)
(6, 1)
(21, 1)
(31, 1)
(32, 1)
(36, 1)
(1, 2)
(3, 2)
(7, 2)
(22, 2)
(32, 2)
(33, 2)
(37, 2)
(2, 3)
(4, 3)
(8, 3)
(23, 3)
(33, 3)
(34, 3)
(38, 3)
(3, 4)
(5, 4)
(9, 4)
(24, 4)
(34, 4)
(35, 4)
(39, 4)
(4, 5)
(10, 5)
(25, 5)
(35, 5)
(40, 5)
(1, 6)
(7, 6)
(11, 6)
(32, 6)
(36, 6)
(37, 6)
(41, 6)
(2, 7)
(6, 7)
(8, 7)
(12, 7)
(33, 7)
(37, 7)
(38, 7)
(42, 7)
(3, 8)
(7, 8)
(9, 8)
(13, 8)
(34, 8)
(38, 8)
(39, 8)
(43, 8)
(4, 9)
(8, 9)
(10, 9)
(14, 9)
(35, 9)
(39, 9)
(40, 9)
(44, 9)
(5, 10)
(9, 10)
(15, 10)
(40, 10)
(45, 10)
(6, 11)
(12, 11)
(16, 11)
(37, 11)
(41, 11)
(42, 11)
(46, 11)
(7, 12)
(11, 12)
(13, 12)
(17, 12)
(38, 12)
(42, 12)
(43, 12)
(47, 12)
(8, 13)
(12, 13)
(14, 13)
(18, 13)
(39, 13)
(43, 13)
(44, 13)
(48, 13)
(9, 14)
(13, 14)
(15, 14)
(19, 14)
(40, 14)
(44, 14)
(45, 14)
(49, 14)
(10, 15)
(14, 15)
(20, 15)
(45, 15)
(50, 15)
(11, 16)
(17, 16)
(26, 16)
(42, 16)
(46, 16)
(47, 16)
(12, 17)
(16, 17)
(18, 17)
(27, 17)
(43, 17)
(47, 17)
(48, 17)
(13, 18)
(17, 18)
(19, 18)
(28, 18)
(44, 18)
(48, 18)
(49, 18)
(14, 19)
(18, 19)
(20, 19)
(29, 19)
(45, 19)
(49, 19)
(50, 19)
(15, 20)
(19, 20)
(30, 20)
(50, 20)
(1, 21)
(2, 22)
(3, 23)
(4, 24)
(5, 25)
(16, 26)
(17, 27)
(18, 28)
(19, 29)
(20, 30)
(1, 31)
(32, 31)
(36, 31)
(51, 31)
(1, 32)
(2, 32)
(6, 32)
(31, 32)
(33, 32)
(37, 32)
(52, 32)
(2, 33)
(3, 33)
(7, 33)
(32, 33)
(34, 33)
(38, 33)
(53, 33)
(3, 34)
(4, 34)
(8, 34)
(33, 34)
(35, 34)
(39, 34)
(54, 34)
(4, 35)
(5, 35)
(9, 35)
(34, 35)
(40, 35)
(55, 35)
(1, 36)
(6, 36)
(31, 36)
(37, 36)
(41, 36)
(2, 37)
(6, 37)
(7, 37)
(11, 37)
(32, 37)
(36, 37)
(38, 37)
(42, 37)
(3, 38)
(7, 38)
(8, 38)
(12, 38)
(33, 38)
(37, 38)
(39, 38)
(43, 38)
(4, 39)
(8, 39)
(9, 39)
(13, 39)
(34, 39)
(38, 39)
(40, 39)
(44, 39)
(5, 40)
(9, 40)
(10, 40)
(14, 40)
(35, 40)
(39, 40)
(45, 40)
(6, 41)
(11, 41)
(36, 41)
(42, 41)
(46, 41)
(7, 42)
(11, 42)
(12, 42)
(16, 42)
(37, 42)
(41, 42)
(43, 42)
(47, 42)
(8, 43)
(12, 43)
(13, 43)
(17, 43)
(38, 43)
(42, 43)
(44, 43)
(48, 43)
(9, 44)
(13, 44)
(14, 44)
(18, 44)
(39, 44)
(43, 44)
(45, 44)
(49, 44)
(10, 45)
(14, 45)
(15, 45)
(19, 45)
(40, 45)
(44, 45)
(50, 45)
(11, 46)
(16, 46)
(41, 46)
(47, 46)
(56, 46)
(12, 47)
(16, 47)
(17, 47)
(42, 47)
(46, 47)
(48, 47)
(57, 47)
(13, 48)
(17, 48)
(18, 48)
(43, 48)
(47, 48)
(49, 48)
(58, 48)
(14, 49)
(18, 49)
(19, 49)
(44, 49)
(48, 49)
(50, 49)
(59, 49)
(15, 50)
(19, 50)
(20, 50)
(45, 50)
(49, 50)
(60, 50)
(31, 51)
(32, 52)
(33, 53)
(34, 54)
(35, 55)
(46, 56)
(47, 57)
(48, 58)
(49, 59)
(50, 60)
